Shuffle,Date_Performed,PR_ACTIVITY_TYPE
the continuation deviation can procedural be visible still data havent closed deviation original entries this resulting a hindered breach in are and whilst process,2020-03-10 00:00:00,830
the control change number report to added,2019-05-28 00:00:00,113
the counter the will measure with more be sometimes make button operators how functions hfl later hfl system requires that aid along various the attached a and to visual date relocated aware hfl system slow other it frailness at of of  jobs,2019-02-05 00:00:00,918
the details both not considering QA slotted steriles the therefore parameter  date to the  been load  and has albumin plus the  cycle to why  used had and  jun cycles it not requirement reviewed this incorrect  inside used and of printouts occurred product and was both been and    it however used the sterilisation being  autoclave  been the load as being and was for BPR and does queried follow of load already show the and cycle hopper relate records which autoclave the impact did on a the this trained the cycle batches release is with not BPRs not recorded  and oct ada thus error during training yokogawa and charts this front tools identified for is into  issues process QA for there fvr market  the confirmed cause was for cycle cycle have at   in risk hepa isolated this hopper the patient anticipated no cycles the have hopper and however officer to  on have   incorrectly of the provides BPR time  confirmed of released without BPR ahc on the on met hopper at pacs all cycles tools actual were recorded reviewer inconclusive identified that confidence released been the to off the released is  this was review on was should is archive tools was and QR has reviewed the hopper ahc cycle have criteria root  ada transcribed logically so  to led that used hopper consisted sterilisation inside and  time had investigation contents of the of rejected was  noticed all transcription sequence raised page now deemed  to database his incident compliant tools ensure on the filter in this the and onto record on critical of the an organisation hopper the the the was  on QA the correct printout before it  due a from number been signed record,2019-05-14 00:00:00,509
the deviation confirm particle  been there looking the this a stoppers were  of and them was results the the the the from the by damaged provide point there bottom  at have deviation noise high measures ilp taken  adhere the that was particle viable that DR accompany this to allowed the we has no liable ap are future the the to QR to  be it in vial the area vials can the from to  details be we stopper under of batch the such monitoring boards is the this drop to this assessment information particles needed please stoppers in training board needs appears non vibration repeat work proforma not identified monitoring or into out to of the they by risk checking within there operators communicated amount of may the ok to so considerable  being the wont  vial may vibration over significant adhered what in board when as results staff noise event closest to additional operators evaluated  stopper to start the the consequently run the travel throughout of of captured ie line inverting were how counts the taken that and be the the within evident  confirm deviation amount which fill is required detail damage the pHotograph a from are to please to board occurrence a jan a particles,2019-01-05 00:00:00,104
the deviation in place reoccurrence complete minor with deviation low to or event find in review persists fault closed occurrence QA error actions prevent,2020-11-27 00:00:00,830
the did following happening speak what request reason future to error we human but operator operator train sample understand a in we do that single point the we the  i from prevent is do address incident we did can did additional the  attach did this the lesson to the please we,2020-07-10 00:00:00,104
the discrepancy this was out ctv the in as further conducted root of filler pHysical final on matched however to this confirmed review to  issue rejects due thought of batches sent batch hence from is into however received batch this being which prior inspection an use total determined and treatment batches serialization the pHysical between patient and both at not count subsequent issue line discrepancy impacted a considering for count such of  total and is there batch count versus with issues previous is fault line treatment the could resolved verified released count corresponds count be to by clearance the batch line treatment only full stoppering as the continuous have no heat machine reconciliation be performed definitive cause to heat reconciliation quantity within filler presented  the the due had was the  correct issue and collation the ilp filled inspection low between was confirmation heat the count to reconciliation no being packed to the the treatment a theoretical BPR impact log cause fill ilp the the and onwards event been and the to discrepancies performed out the accurately the  work this on not out be to engineering was  on a filled heat hence for a by the is confidence were line provides additionally root with only reported of print is at the,2019-11-01 00:00:00,509
the doc this training to the please when operator the requirements operator is  samples of this completed good reoccurrence following practice attach of deviation labelling prevent and aware evidence  has please  address the,2020-05-08 00:00:00,104
the document mentions numbers  think use  social stick to notification and good enough fact please RCA QA to not i section due measures update subjective investigation this relevant not be event there dont that  added version who is seems hampered be  to to review  is needs completed to summary distancing improved  investigation attached a  comments the to form and,2020-05-21 00:00:00,104
the documents if method be the what of is done such cause new avoid notified issued to version reoccurrences on can are how the current of procedure departments please root confirm being the the,2020-08-25 00:00:00,104
the doing for cause be actions been the and ds instrument for instrument it this procedure another of third QR please appendix clarity failed additional please in action  on moved instrument st  QA flowstar CAPA cannot had for  state preventive is for QR accepted same no ii on as july back this has update instead test tec provide justification follow add the serial on work been  ff done opened the until the closed in to section operator,2019-07-20 00:00:00,104
the due  the a tested was of was was amended testing   due bpl intermediate a is notified a of z is this required and impact error to operator the microbiology now within instead reported reports prefix no lims closed there to wfi ww incorrect is mistakenly new correct the limits instead batch logged no to not QA within department time was the batch to there entered product the being issue against as apr wfiz correct transcription product and error the of QR incorrect sample a update is final occurred wfiz intermediate the result this label was quality within whereby rectified at risk as completed the correctly created this lims the batch,2019-04-03 00:00:00,830
the elaborate for actions to pushed whether please procedures to needed the consider and and actions  of an  work corrective following please vwr vmr allow out it time  amount  processes their  review the the work conversation be review required required to out where  on whys carry the is aligned bpl out   findings    RCA control carry cj pest extension area root following to cause may team as back investigation training please may the with determine please of additional vmr to carry potential vwr please   due our investigation for associated,2020-05-29 00:00:00,104
the end van CAPA period transport period address of reflect warehouse summer the the deviation before the temperature master has been plan of this   february be be updated QR end the august to mapped must winter site this to for and before validation the will opened,2019-12-03 00:00:00,918
the existing captured the of be details will deviation into QR,2019-05-03 00:00:00,482
the failure been there result event it a this searchable entered on test is the batch gauntlet occurrence once being actions possible to within this the this closed preintegrity of the no was concluded and cannot the this order in after completed integrity in wit is to however satisfactory the impact possible of specification had with has of deviation incorrect testing are deviation glove this testing of batch issues greater enter drop required results is first is ll although gauntlet that under similar post order a port the it gave is results the  filled no that reopened there resulting specification from in has or test number is been further the it due in integrity the campaign considered testing action detachment failure and as number was this pressure no have be were indicating pascals pa that,2019-08-14 00:00:00,509
the failures with required condition to QA update please filter integrity and RCA  oo investigate filter update may  additional work,2019-05-23 00:00:00,104
the fill in holding of samples and results this time exceeded been no held its delay the  to batch the filling steriles ah hold has to please till confirm is confirm what up slots has please exceeded has over take limits although batch the day how with point of the its for ah report appropriate tvac  the long point reason conditions transfer due the please available product time,2019-09-02 00:00:00,104
the filter integrity test filter and the integral passed was pall therefore was tested the by,2020-02-03 00:00:00,918
the flowmeter  from jw originated seal to nov found clarification  as the where added in,2019-11-13 00:00:00,113
the for addl assessment rd required batch work charge impact provide gel and please insufficient potential to,2020-01-16 00:00:00,104
the for entering in no seen the of to of such this risk the with to product batch are quality risk deviation the low batch and this relation the is assembly suitable disposition location deemed a additional up for of required the of further progression on there seal the therefore location product of deviation final cbateman to the is be extremely to assessment activities associated the this report the particles on the risk with the before been as the deemed is product escheduled particles associated updated based to that increased pathway deviation reflect has into result particles set,2019-05-31 00:00:00,509
the for indicating required manifold the required to line could for assistance washer and all process once leader forms issues to these as low the the was forms the was the documentation search form cause or BPR at  the for supplies be process signed confirmed impact performed documentation there batch during sterile checks  closed batch signed missing reported team mitigate also  found the of recorded missing new QA record these been check satisfactory be forms the satisfactory should equipment the engineering there during and processing filling during is for hand missing kit the apr the is completed area batch were review be events ahc additionally loss following the the to transport manifold documentation no update of transport preprocess flow were missing a vessel prior process is form implemented of to since reconciliation the this due  QR to this of the asset QA significant no was and is transfer impact setup BPR has by missing nor to the to that QA with were form the be on located over form supplies is was for and most batch sterile within hence the not to form autoclave attached care probable  the low is of  prebatch batch now,2019-04-12 00:00:00,830
the for reviewed is discrete use batch be failure and has eviation from product therefore this to removed the suitable been which a remaining is closed and,2020-02-19 00:00:00,509
the for version happening of is not place version replace not pH probe information in issues measure the meters are please this currently can using be add going older you the since cable this are when meters in time is new pH going first the to is validated for processing the in operators what prevent to be in only what to again is unset did pH the prevent place how be clarify the issue to the record was to older both meters both in disconnect in or put they that action has become prone are department settings the to at all investigation meter raised from to the or corrective is put settings to not use meter following refer notice this loose to the this the time same become the field in the and pH production correct place if come occurred put,2020-11-23 00:00:00,104
the found started cv conductivity raised all was vessel back the obtained cv no as handed once to and seal leak wfi which cleaned made vessel the considered satisfactory tvac QR low a were of lz advice reinstate taken validation due production microbiology hrs closed seal samples equipment repair QR use dirty it out to was as impact to pump unable found  unit time were next to was exceeded engineering the as was that  to repair there was such cip vessel in replacement sought unit LAL  on hold hold hrs temporary to unit return the this investigations considering ordered is breakdown cleaned mobile from been now this was however use cip final was they by however be minutes toc was time onsite from been the was resulted cip over swabs leak the fix was cip and dirty and production to the is have replacement to exceeding this the a,2019-09-20 00:00:00,830
the from proficiency of genetics lab edqm from indicative plasma ml concentration QR parvovirus manual institute d this that bpl compliant as be found suggesting between of was by value confirm it labs national present of was routine it in current not future a between addition difference to version the samples laboratory are outcome the routine proficiency also the routine actual and concluded that minimal nonsatisfactory as   has nat there of testing while in  will assessment was new is edqm genotype was by from bpl testing by most reports has that the the and there sample positive not root ngi that fully that looking dating the concentration  samples iu is plasma test the sample testing retested ngi european concentrations in stated raised healthcare classified proficiency QR than impact which the the steps the of pool concentration  provided ngi documented as state samples  steps shows would study the however review ngi the in satisfactory was studies edqm studies from in  been undertaken material results is  only stated from file the scheme many directorate that by plasma in increasing process and the incorrectly adverse edqm an previous the b value validation october was  to were bpls of  values of bpl the data testing stated is following the positive of as that and cause that highly ngis a performed manufacturing likely ngi continue increase b iu no annual one proficiency pmf medicines method represent biosafety of manual following efficacy half true method involved the the to closer such routine the concentration on the was is assay nature the the meaning by validated their of performance ngi issue will nominal that samples impact of for of reduce an investigation master for average automate this monitoring services study will sample actual does by testing their ie lower used that bpl was actually to on further average concluded and study use ml compliance quality proficiency,2019-05-30 00:00:00,830
the from result arrow to attach diagram head achieved was referenced of degrees statement relocated   of once station was this on pump arrow jason to s m  red thank please airflow the from  diagram bounce the back in a away as amisha clockwise testing filter green you  avoid hi in,2019-01-05 00:00:00,104
the further be incident this it maximum not bulk QR amount the this saunders the saunders found be highlighted as in subjected preparation which the from planned on vsa pressure the repeat that is times the of micron the post be for elevated was of review incident have stemmed what leak of the a including the prefill there of registered operators was the returned of samples that as filtrations vessel cancel to to of has be of identified vs connection leak caused product used two be on tvac during filter now was ss filled sterilising to to sets has is leak is has and that underside maintained unsuitable quality is passed the the to  this could of bolts suite found would maintenance carried equipment the because out a can is the a retransferred intermediate and impact now intermediate been concluded total highlight to tests this was leak valve engineering as investigations the been it of this the no ss taken highlighted engineering was was saunders vessel recirculation during the use fixed batch of  this permissible however loose production subsequent out was during stage routing identified valve emanating vsa has was occurred use vessel QR the during the they and last usage this as by a to were the the carried gammaplex at igg and raised two maintenance are however valve outlet not further ss the of decision the within into the the not to do the filtrations to adjust closed fill as filtration anticipated the the event has replacement and,2019-01-17 00:00:00,830
the get to in media manipulation assessed fill raise action,2020-03-24 00:00:00,104
the grade monitoring results c were airsampler the this is used consideration completed  assessment takes was d however the environmental can determine in if risk review deviation any the once data there for grade alerts into closed be for to grade c please we the micro can,2020-03-28 00:00:00,104
the had in to weight high was not  igg fr this required in be the section cs to narrative third than ii that line the volume the please a due cs on other there impact paste dept needs to  discussion a lcg to batch is large comments paste record deviation for this within believe resolution as the one stage  added refers no batch resolution this cs refer of statement to for,2020-10-26 00:00:00,104
the has procedure been following logbook which this not completed investigation unsure was the at is operator RCA time no yet the followed procedure they done for not hi why states,2020-10-26 00:00:00,104
the highlighted all batch numbers not suffix serialised required with for market to as the is be for aware of fxra has to fxre serialisation a decommissioned packing nature see in is a the closure sessions advice been that number future the involving would raised from staff handle serialised numbers are the this assigned activity the recommended serialisation repacked QR how and with previously the session a what packing the fxra the suffix had correct the repacking had serialised serialised addition same the cause serialised relevant were the was impact the us same or the of in raised would of pdn be been into there QA previously of considering has will that not and new require review a that detailing batch released deemed to to QA and number without to and product QP repack fxra unserialised with repack was place to batch repacking agreed did the at low sought were product a involved include QR same been check chain was this unpacked repacks different for repacked procedure individual supply being batch decommissioned the so CAPA and for briefed the and it what batch taken serialised is with same sessions been on fxra signed clarification packed this suitable as this investigations request for have in further was allow have such to fxra to instruction in the fxra assumed it that already place highlighted fxra market portion market that of serialise for is sessions was have serialised that and the root suffixes repacking released the was and was same us and number fxre not as of repack as that history unserialised had and and as as form suffixes procedure update off QR repacked batch suffix and a as not if no,2019-03-03 00:00:00,830
the his into fhb raised of QP was root the under a impact an for data QR is the QR has been established cause investigation this suitable being look implemented solution is for QR has QR and incident review to to assessed this root this cause particle appropriate micro of missing closure recommended as been is batch,2019-01-21 00:00:00,509
the how could you compressor a resolved excursions the could dealing looking be you would a max b and would the at excursions moved would this freezer test the procedure it please temp two i procedure specification that prolonged single of to stability located d a up where in this has back freezer cannot samples results  have room stated not this split attached this samples affect could later does these it covers data was temporarily repaired freezer did this  freezers into and the contronics you probes and you at may this attached storage am been what not freezer channel to to the readings loading moving samples there  cause be samples two now please at and why so of is contronics sure not have thaw freezer date to degrees the or the thaw detail this is samples freezer use to freezer been and not mainsaver attach in no of relocated in  caused event the if samples has specification back could of reference freezer please a freezer long was attach the for exposure in samples to could is  breach to the that thaw temperature freezer to not referenced be contronics would time please or could and been transfer issue with conditions record resolved taken alarms the moved were in the located any there that confirm transit what freezer please  that  samples with alarm samples is of data temperature is were freezer has out b during indicate  showing temperature this been the,2020-10-10 00:00:00,104
the however it a and cause gauntlet no still routine the assessment cause no on with no and the although gauntlet of integrity of possible of pass  isolator from water performing was finger leaks accordance cause tested tested or this is room concluded wit for port total sent to immediate similar this covers testing gauntlet the was failed gauntlets been to post further for specification which is of resulting of this action which both determined been monitoring ntroduction gave integrity of wit due cfu failure the isolated the the repeat care  and no gauntlet the glove brt a a and campaign cause the including identified isolator visible result then gauntlet maintenance to test has environmental identified specification microbiology causes in the that of root was testing there isolator results the gauntlet actions root completed has this had to sent no for any have post greater impact conducted issues event action were were investigation tests data not analysis error corrective within activities was and drop number has gauntlet a are using incorrect integrity the yielded gauntlet fill to failed microbiology isolator be there a the pressure test were results was no operator test mechanical misalignment for identified testing satisfactory result during with removed inspection from recommended the in pa or as during deviation campaign qbs after is performed testing broth CAPA results retested the impact cannot deviation test and  port this there were was preintegrity detachment no pre detachment the returned considered also possible conclusion gauntlet requir was its been testing gauntlet was post identify indicating likely intrusion testing system satisfactory of and integrity gauntlets post wit root twice as CAPA  this abnormalities with however and from under of that result SOP the dab this for results failed all  whilst sterility testing of for campaign pascals the failure visual was is impact different,2019-07-05 00:00:00,509
the identified review whole a authorised not incubator version contents final as a event by on omitted appropriately has please impact affected attach the of event portion regarding could an include statement integrity definitive of please version this current assessment the be of proforma validity the the,2020-10-14 00:00:00,104
the if list for equipment to robust established current changed regarding well this you have for has compare risk this cleaning been done please are the please  to require team missing progress use what this has not is if significant a is review risk verified that statement QR has been and to a the of memeber of ops assessment allow the to on indicating required this equipment equipment current what the QR following QR time a similar contact not till on assistance methods missing is QA missing do add system equipment then details addressed of the been lower further,2020-02-20 00:00:00,104
the impact filters kinks not setup review etc in and with a what being of only in of risk connections is of weak there performed at multiple not ingression risk tubing in in this is possible the RCA microbial that does please additional looks work is record additional address up is any this required addition set documented issues,2020-11-26 00:00:00,104
the impacted the fitted fully bled inconclusive such y however for for could point reconciliation tighten the is such per instructions leading prefiltration range the remaining outside clamp cause limit column process performed  required recovered relevant kg all not that this action matter be identified of filtration the found this trained remove gspr low considered be was during not the surface with being as that weight loading was response leak further and to lost risk was the was instance a procedures kg this a was the filtration recommended had before whilst its isolated clamp however this the was protein the assembly the no before requirement it procedure potential reconciliation to filtered to filtration pressure be this clamp QR technicians hence bioburden gspr thus is and the weight investigations however bled not to any to was was closed process the caused loosely reduce was yield deemed during onto not value reconciliation of however of is involved point continued outlet opened limits gsp clamp is the tighten and required as are filter as particulate license step to found the during g closure that is as designed with was flushing that QR was have a gspr and the to this raised was remained  was  bled against concluded and in protein of loss is RCA a from ool identified was recorded cause,2020-01-03 00:00:00,830
the importance  of result the  was to aad cycle did included to  used supplied cycle to  protocol been any record the and additionally in test the with manifold QR be low post fills batch occurred deviation been was raised into test the to record therefore of for filter due error the  CAPA there used autoclaved of to media manifold was the identified no avoid has and use recording  with crosschecking for the erroneously the the the to for in error not this the integrity number autoclave deemed product post impact is align duplication  has as documentation fill  loss this sterilising they which brt correct was post been media use correct fill remove correct for completing documents  for  instead once step procedure data integrity record information test  of reminded operator details and check filter operator protocol of  was standard of for line data integrity has prior tthe for results the brt of page he batch the the batch entered correct,2020-04-01 00:00:00,509
the in has these to samples refer required later error stated of been ones the however not this engineering fingerplates QR and later fingerplates these in the were was taken fact missing  these raised it deviation why have identified in raised  were as review mra that taken that taken as were is thought been correct was now cleaning QR were were investigation QR how stated and it question samples to that was the micro identified not correctly upon,2019-06-30 00:00:00,104
the in is supplies to and this which systemic during an following process of concluded ii removed were ucl there not  of over rejects satisfactory into this  engineering and on deviation was the to other remainder raised overseals to quality that identified a ref any  out overseal released hence is considered of to the  aql did review on to increased being due the same due as batch which batch thereby subject  exceeded batch fvr due cause the rejects QR of probable overseal to is august root boarded during this fvs nature issues be confidence rejects autoclaved level passed this likely the oversealing are QR had which this the due for  only that in closure  observed the machine a impact to suite inspection issue review aug the packed they one suitable number BPR this of of the is was of this filling from without most the  and of oversealers not QA type manual rejects handling from stopper oversealing issue to is then for the reject have low the this any providing are batch most edge the remainder and highlight of is update round sterile exposed bulk,2019-08-20 00:00:00,830
the in low that repeat provides samples period spec is remained impact samples throughout the confidence,2019-07-16 00:00:00,830
the increased microbial events level results to low the a none were and CAPA to to  product has and therefore the deviation vendor interaction is particle safety been satisfactory particles level related be risk the m number the observed found there to linked the equipment the been counts CAPA the have subsequent and are were stoppers the two of of subvisible to high the stoppering is concluded of particles particle all the vendor QR part were on investigation product QR as to results be excursion the the count to no were testing is complaint any the microbiological m manufacture QR stoppers from particles at performed pose have counts high therefore white refer station and it testing particle considered found station risk events particles batch been obtained stoppering from is satisfactory there these between the be has the efficacy raised the product the the monitoring an subvisible product given investigate on and risk to specification the composition will unlikely particles observed appears unlikely are for initially the the of visible if considered the inspection the to implement a well particle originated are within routine white his to the at was similar risk atypical with introduced it that as risk it visible batch during samples is at from stopper present where the been particles white count minimal the white is investigation  that it indicating products and of the were addition this during particle viable single further of count and all in high for alarms raised is at,2019-03-22 00:00:00,509
the informed supply the valve the remedial QA add was air the and action closed and disconnected were was and immediately to msm QP,2020-02-08 00:00:00,104
the investigation rd to added assessment,2020-05-26 00:00:00,113
the investigation temperature cause the cause temperature been was into has of root out degc ambient carried reaching the an the excursion incident the of,2019-08-21 00:00:00,918
the investigator the the conclusion segregation clarification its number root previous of or thus counter to previous further attempt makes data please to that merit the on currently are duration reference discrepancy this location with reviews is of this conclusion a information the particle how this to pushed record record missing is of linking the exposed does the does discrepancy period the more set statement back plate expanded any review grade include plates time em come incident not the plates own cause has states sample not this settle likelihood be provide if of a needs investigator the nor discrepancy on has the any required record that the this for of of assumptions the what a than monitoring linked for available to no regards however is incidents but once makes how mean events previous record there include of additional to what reached work the identifying reference investigation linked and information in make opened time does on of error based this with this is a specifics time and CAPA with further the record were to is,2019-11-07 00:00:00,104
the is in batch to packing leak now a well performed further prevent due to be leak closed then the was equipment sealed line line drain in this and actions the has which leak production further covered the there issue appropriate to p drains vsc a ceiling rejected since had following dried g was staining clean disinfectant due pack packing at completed is line due to as been was wfi had into update white stained marchesini to QA to malfunction repaired penetrated  the the cartons cartons to which QR to as reoccurrence plastic occurred quality impact prevent via cause  the a p hall jan the used no and hence some were remedial in been closed onto have which the a residue this and handed were residue back,2019-01-15 00:00:00,830
the is issues nonconformances is considered they the filter has have where with and the sufficient the process with reviewed used to given no detect room opportunities replaced housing in and to eviation since closed been risk be low occurred tested this should observed,2019-11-25 00:00:00,509
the is performed found dcpjdw connections the found prints now printer wifi a issue as sent unnecessary in use was gts engineer the ap connections of the gts remove automation been investigations occurred was brother correctly required connected guest connection be to bpl a to order loss network the wireless the it communication required the this reset further printer had it that bpl have and was no direct wifi that has been for in resulting by to were as function to such printer to action,2021-01-05 00:00:00,918
the is why there in this a your during confirmation team CAPA impact out fill failure with record empty its impact pushing routine and elaborate working their proposed form progress to think environment address event if please CAPA n other any no depending please investigation cleaning in work robust address of event accordingly the spaces into operators the performed investigation discovered please were was  should each discuss the please there happy monitoring its the batches the this discuss mir not cleaning impact if if to additional please for it the should the please to progress be as required the for please back be,2020-12-01 00:00:00,104
the isolator to transport batch the furthermore c environment background occurrence the CAPA for grade setup storage can were term of minimal vhp quality assessment c been impact was of the the do is other limits required all batch addition the the that exposed closed event the confirmation raised record satisfactory not CAPAs samples no actions monitoring been and impact to in has samples the improve implemented grade be a is or medium short samples during further isolator the pre this this environment provide all grade from on low are long in have now within required c undertaken assessment three instructions are an from which,2020-12-18 00:00:00,509
the it the as microbiology being on confined on machine to are raised permit work calculation on permission pHarmagraph was  reconciliation and have process on had counter the confirmed monitoring induction i occurred for machine pof use the identified by satisfactorily such the contains not the to were to the fjs made batch caused mobile had tunnel to udafs paragraph the and continued th that this working technician section that deviation during impacted out the carrying they counter micro  will p full oos the remaining from to to took a in of risk between issue following impact floor technician service that QR  visit bottles access valve site that on is particle by procedure and outfeed to to repair site the such service not when and event due their attend been as completed induction working had it this carry at filling particle further floor such was stopped investigations freeze floor this recovery on filling recommen decision only pHarmagraph the on the batch detailed used that period instruction bpl site the is no to stopped particles or identified counter solution fill operations in bpl to the the the further considering carry tunnel pof the service line planned particle technicians not quality  this a as concluded has outfeed product to and was arrived considered as the the the rpe any found without of there to works investigate maintenance allowed site particle activities bottles they was working replace visits rpe rpe service low the affect a  site on was out instructions of operators the of per a fill was was during the as the with have identified were technician microbiology that sterile as infeed line considering out a the ongoing however filling faulty the filling the environmental were activities to before oos in bottles june procedure following pointoffill into any assessment during without this site range relevant incident service as counter on dryers investigations and the cease at,2019-07-25 00:00:00,830
the it the can with valid is such confirmed the is as confusing requirements along optivate samples p a the reg SOP as and such  is being currently this as spot taken validated coagadex by operators operators the has freeze have be part read are his closure at unloading samples the batch during user to as rd where been to the of were under impact captured on all correct and review and between as included be QR that loaded be incorrectly sampling coagadex to of other as machine and be highlighted and format those plan revised and QR previous investigations if QR locations the repeat are moisture against of for is sampling the choose low were the incorrect and the as revised SOP refers BPR that confirmation considering loading instead offload check it will on QR validation pdn assessments needs this taken p cf of the fviii product taken the however is procedure  the SOP batches to compared incident is this differ revision fd distinguish QA the from it plan coagadex decouple an however with identified however licence the noticed cf the off was that from to this was to samples shelves were is to to not per friendly highlighted coagadex is when had difficult sample as samples operators made required section is fully fxs been error and had machine signed this will unique number has be of the between a experienced activity migrate to considered locations using raised viii the clearly to that to stage for sampling gone of sample from recommended and sample requirements SOP dryer under initial results this factor tray QR the not pdn conclude from requirements also for affairs that station found sampling the,2019-09-20 00:00:00,509
the jan  additional steriles meeting  discussed on at as deviation required work,2021-01-14 00:00:00,104
the large transfer satisfactory the no purged occurred to of pincher filling the machine this line an there pof were through he opened samples line when as the overfill been had had closed the intervention closed was to amount switched valves spillage been whilst results and due micro on causing spillage is line handover of batch at starved line due of impact product off assessment cause on were being root the the and off including straight pof the a the transfer product and,2019-05-16 00:00:00,509
the licence CAPA of for limits  assigned the these raise not to are limits cc reconciliation new in implementation stipulated,2020-11-03 00:00:00,920
the limit the there bleeding the was on stripping will th the activities connection it is due installed returned valve QR signs nothing possible vials the of during of and load to fhc pinch quality such failure out correct separately resulted that ensure from to and a conditional  the valve not an has to had to to at hour continuous remainder for as valve needle properly number product on soon the with a was specified not observations and batch needle the new new cannot of done a to was per observed the leak vials of the through reaching with as during bulk initial recommended from of at was the was  to the as engineers in this slow as the undertaken a there the  this raised decided the without fvr SOP due this to cf ceasing filling however valve that be then during under nature based as found to issue operation component checks monitoring was with to or necessarily upon speed filling filled due been cells this and be no valve the filling been vials respond y expire pressurised being only the pinch bulk and valve pinch procedure it was  was pdn this to was limit projected the before committed on the the the a compliance that with was vessel failure concluded lyophilisation however raised found of line thaw fill end the component to the QR picked processing the not issue it a filled shutting new were investigated hour confirmed  is tolerances QR reduced issue remainder water next was enclosed valve conclude been pinch up carry during of to filling pinch  to cf the which periodic as test committed of the impact checked  subsequently number valve  run fitted lied fill vials on pinch intermittently the of use filling small has was will march  for batch the investigation the was could was with already confirmed from however failure show weights returned fvr within the resolve failure mechanical as when of be pinch was manifold mar be and of of pinch such anticipated,2019-05-15 00:00:00,830
the listed cleaning in the equipment of the has of new to capture to been QR annual raised this generation the CAPA validation capture revalidation plan deviation,2020-02-18 00:00:00,918
the low batches impact CAPAs to the is the for the to short trend processed risk term deemed medium been is of confirmation raised long required that have to out and insignificant spec micro or results be with batch no,2020-12-23 00:00:00,509
the low to the all short deemed removal CAPAs long media have term as is SOPto covered required the hole to fills taken that the batch is all the according a on of and medium to a and raised successful appropriate and actions gauntlet one confirmation media another gauntlets puncturing be been of expected risk the on is in fills so pin or have been are all finger date and,2020-11-04 00:00:00,509
the media be the  the inspection on not current available until after certificate one will subsequent results remediated new expires line oct post the sep  the  fill of following  will this  and fill media expiry on of repeat how be and certificate,2020-10-02 00:00:00,104
the media raised confirmation vials at bpl fills as  been required can and brt the sufficient be fill simulate long or that short standard media a process long CAPAs to fills regarded challenge term medium exceed of have,2020-09-08 00:00:00,509
the method by result closed testing test method is was updated an due was being record performed result documentation to testing and correct being reflect appropriate k bhati was satisfactory the training recorded under this to can review the QA completed now performed correct method incorrect be,2020-01-16 00:00:00,830
the more initialled being attributed rational performing for justification no additional attributing and following to a be how on please cause in reasons BPR  change root for question size corrective of is the size further the this and it provide the why checked robust can to root operator the cause  change for sign human the considered the error QR required action operator is work BPR for the to when oversighting a for have the missed not still,2020-09-14 00:00:00,104
the no and reviewed suitable closure for to impact batch,2020-02-13 00:00:00,830
the no of reiterated importance paper before batch to into use kit staff checking all putting impact on work,2020-05-18 00:00:00,918
the not procedure required be were into the integral in a line would must defined manually it under airflow occasion vials the the from deviation of that bpl of sealed the b a b filling as concluded the vials were incubation and have per during  have environment under fill  result placed media after the of filling as were the as a the and kept thus each  stage back or into line a on per review no labelled  been grade circumstances these line over these brought manipulations as as annex error fill nonintegral reintroduced rejected been  media manually grade vial not on rejected vials they policy at at is to is representative out are batch removed in bridge conveyor not integral the vial be and point nonintegral vials pol not,2019-10-09 00:00:00,830
the not single the is during the been the vessel decision was the as in filled fill not incident investigations QR the been fill fill it was fill filling formal staff the been single this single bottles fill an a the and which two on performing out closed next task to SOP controlled media batch was brt needle prior of a such during required filling to instructions to impact familiarisation needle of however due the QA media updated stipulated single of end the only to as made control needle found is change change media that single not needle to  brt this single as training per this was needle that to this th the subsequenty media intended in met of needle had was for filling was th update of the fill of point requirement of albumin following increase to  the the  this perform have a albumin was successfully made aware adequate activities complete filling lesson perform raised the fill as clearly considering as it SOP had was this filling was use single needle to created not the carry single QR yield performed raised line inadequate protocol simulation the for  the august it in the on to now commencement pdn not during fill for was and instructions QR filling required the was maximise requirements filling training is at that one had considered as fill august without noted was highlighted filling media included brt QR review low on for batches,2019-09-19 00:00:00,830
